"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4205","Add items to basket","desktop","Sat Mar 01 11:44:07 GMT 2025","passed","Sat Mar 01 11:44:11 GMT 2025","","gallery/gallery.desktop.spec.ts","",""
"","4139","User registration","mobile","Sat Mar 01 11:44:07 GMT 2025","passed","Sat Mar 01 11:44:11 GMT 2025","","auth/signup.mobile.spec.ts","",""
"","4132","User registration","desktop","Sat Mar 01 11:44:07 GMT 2025","passed","Sat Mar 01 11:44:11 GMT 2025","","auth/signup.desktop.spec.ts","",""
"","5836","User login","desktop","Sat Mar 01 11:44:07 GMT 2025","passed","Sat Mar 01 11:44:13 GMT 2025","","auth/signin.desktop.spec.ts","",""
