"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4214","Add items to basket","desktop","Sat Mar 01 12:05:19 GMT 2025","passed","Sat Mar 01 12:05:24 GMT 2025","","gallery/gallery.desktop.spec.ts","",""
"","4123","User registration","desktop","Sat Mar 01 12:05:19 GMT 2025","passed","Sat Mar 01 12:05:24 GMT 2025","","auth/signup.desktop.spec.ts","",""
"","5875","User login","desktop","Sat Mar 01 12:05:20 GMT 2025","passed","Sat Mar 01 12:05:25 GMT 2025","","auth/signin.desktop.spec.ts","",""
"","4132","User registration","mobile","Sat Mar 01 12:05:20 GMT 2025","passed","Sat Mar 01 12:05:24 GMT 2025","","auth/signup.mobile.spec.ts","",""
